,Unnamed: 0,newid,seqno,expname,cost_flag,ref_mo,ref_yr,gift,cost,fam_size,family_income_before_tax,calibration_weight,number_of_earners,interview_month,interview_year,sex_ref,total_expenditure_prior_quarter,total_expenditure_current_quarter,sampling_state,imputed_income_before_tax,division,urban,product_description,region_description,sampling_city,Population_bucket
1410,3138,5357484,57,SUBEXPX,Valid value (unadjusted),February,2024,False,20,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1411,3139,5357484,57,SUBEXPX,Valid value (unadjusted),January,2024,False,20,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1412,3140,5357484,58,SUBEXPX,Valid value (unadjusted),February,2024,False,13,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1413,3141,5357484,58,SUBEXPX,Valid value (unadjusted),January,2024,False,13,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1414,3142,5357484,59,SUBEXPX,Valid value (unadjusted),February,2024,False,27,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1415,3143,5357484,59,SUBEXPX,Valid value (unadjusted),January,2024,False,27,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1416,3144,5357484,60,SUBEXPX,Valid value (unadjusted),February,2024,False,16,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1417,3145,5357484,60,SUBEXPX,Valid value (unadjusted),January,2024,False,16,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1418,3146,5357484,62,SUBEXPX,Valid value (unadjusted),January,2024,False,10,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,Online gaming services,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1419,3147,5357484,63,SUBEXPX,Valid value (unadjusted),February,2024,False,10,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,Online gaming services,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1420,3148,5357484,65,SUBEXPX,Valid value (unadjusted),January,2024,False,10,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,Online gaming services,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1421,3149,5357484,66,SUBEXPX,Valid value (unadjusted),February,2024,False,10,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,Online gaming services,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1422,3150,5357484,67,SUBEXPX,Valid value (unadjusted),February,2024,False,99,2,375576,17481.627,1,March,2024,Female,15921.6771,35744.3542,Minnesota,318688.4,West North Central,Urban,Online gaming services,Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1423,3153,5357674,37,SUBEXPX,Valid value (unadjusted),February,2024,True,105,3,131260,28886.059,2,March,2024,Female,9395.8333,16628.6666,Maryland,133499.0,South Central,Urban,Video game software,South,Baltimore-Columbia-Towson,1-5 Million
1424,3174,5358084,12,SUBEXPX,Valid value (unadjusted),February,2024,False,22,3,0,39415.234,2,March,2024,Male,8052.8666,9705.7333,Florida,63612.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
1425,3175,5358084,12,SUBEXPX,Valid value (unadjusted),January,2024,False,22,3,0,39415.234,2,March,2024,Male,8052.8666,9705.7333,Florida,63612.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
1426,3176,5358134,47,SUBEXPX,Valid value (unadjusted),February,2024,False,40,3,455932,24531.019,2,March,2024,Male,17961.7719,40280.5438,California,370193.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
1427,3177,5358134,47,SUBEXPX,Valid value (unadjusted),January,2024,False,40,3,455932,24531.019,2,March,2024,Male,17961.7719,40280.5438,California,370193.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
1428,3186,5358374,27,SUBEXPX,Valid value (unadjusted),January,2024,False,200,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,"Books, digital books, or book subscriptions",Midwest,Chicago-Naperville-Elgin,5+ Million
1429,3187,5358374,28,SUBEXPX,Valid value (unadjusted),February,2024,False,10,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,Streaming and downloading audio,Midwest,Chicago-Naperville-Elgin,5+ Million
1430,3188,5358374,28,SUBEXPX,Valid value (unadjusted),January,2024,False,10,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,Streaming and downloading audio,Midwest,Chicago-Naperville-Elgin,5+ Million
1431,3189,5358374,29,SUBEXPX,Valid value (unadjusted),February,2024,False,19,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1432,3190,5358374,29,SUBEXPX,Valid value (unadjusted),January,2024,False,19,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1433,3191,5358374,30,SUBEXPX,Valid value (unadjusted),February,2024,False,15,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1434,3192,5358374,30,SUBEXPX,Valid value (unadjusted),January,2024,False,15,2,175200,39832.823,2,March,2024,Female,8869.3334,12658.6667,Illinois,175083.2,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1435,3193,5358504,14,SUBEXPX,Valid value (unadjusted),February,2024,False,36,1,38000,24358.605,1,March,2024,Female,3211.35,5065.7,Michigan,38251.6,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1436,3194,5358504,14,SUBEXPX,Valid value (unadjusted),January,2024,False,36,1,38000,24358.605,1,March,2024,Female,3211.35,5065.7,Michigan,38251.6,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1437,3199,5358594,47,SUBEXPX,Valid value (unadjusted),February,2024,False,18,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,Streaming and downloading audio,South,Baltimore-Columbia-Towson,1-5 Million
1438,3200,5358594,47,SUBEXPX,Valid value (unadjusted),January,2024,False,18,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,Streaming and downloading audio,South,Baltimore-Columbia-Towson,1-5 Million
1439,3201,5358594,48,SUBEXPX,Valid value (unadjusted),February,2024,False,14,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1440,3202,5358594,48,SUBEXPX,Valid value (unadjusted),January,2024,False,14,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1441,3203,5358594,49,SUBEXPX,Valid value (unadjusted),February,2024,False,18,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1442,3204,5358594,49,SUBEXPX,Valid value (unadjusted),January,2024,False,18,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1443,3205,5358594,50,SUBEXPX,Valid value (unadjusted),February,2024,False,6,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1444,3206,5358594,50,SUBEXPX,Valid value (unadjusted),January,2024,False,6,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1445,3207,5358594,51,SUBEXPX,Valid value (unadjusted),February,2024,False,5,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1446,3208,5358594,51,SUBEXPX,Valid value (unadjusted),January,2024,False,5,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1447,3209,5358594,52,SUBEXPX,Valid value (unadjusted),February,2024,False,6,2,489367,11382.71,2,March,2024,Male,19372.5834,40819.1668,Maryland,403628.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1448,3214,5358664,62,SUBEXPX,Valid value (unadjusted),February,2024,False,13,2,90137,22053.924,1,March,2024,Female,3812.5834,11400.1667,Washington,90137.0,Pacific,Urban,"Books, digital books, or book subscriptions",West,Seattle-Tacoma-Bellevue,1-5 Million
1449,3215,5358664,62,SUBEXPX,Valid value (unadjusted),January,2024,False,13,2,90137,22053.924,1,March,2024,Female,3812.5834,11400.1667,Washington,90137.0,Pacific,Urban,"Books, digital books, or book subscriptions",West,Seattle-Tacoma-Bellevue,1-5 Million
1450,3220,5358954,19,SUBEXPX,Valid value (unadjusted),February,2024,False,11,5,104578,50632.84,1,March,2024,Female,3360.5834,8290.1668,Pennsylvania,88685.8,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1451,3221,5358954,19,SUBEXPX,Valid value (unadjusted),January,2024,False,11,5,104578,50632.84,1,March,2024,Female,3360.5834,8290.1668,Pennsylvania,88685.8,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1452,3256,5359384,19,SUBEXPX,Valid value (unadjusted),February,2024,False,9,1,63000,21999.316,1,March,2024,Male,4348.5,6269.0001,Michigan,63000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1453,3257,5359384,19,SUBEXPX,Valid value (unadjusted),January,2024,False,9,1,63000,21999.316,1,March,2024,Male,4348.5,6269.0001,Michigan,63000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1454,3269,5359554,31,SUBEXPX,Valid value (unadjusted),February,2024,False,50,7,173120,53126.541,3,March,2024,Female,8506.3167,13658.6333,Pennsylvania,177369.2,Middle Atlantic,Urban,Video game software,Northeast,Philadelphia-Camden-Wilmington,5+ Million
1455,3270,5359614,24,SUBEXPX,Valid value (unadjusted),January,2024,False,70,3,99680,25755.399,2,March,2024,Male,5768.1666,11861.3333,New Hampshire,99680.0,New England,Urban,"Books, digital books, or book subscriptions",Northeast,Boston-Cambridge-Newton,1-5 Million
1456,3271,5359614,25,SUBEXPX,Valid value (unadjusted),February,2024,False,300,3,99680,25755.399,2,March,2024,Male,5768.1666,11861.3333,New Hampshire,99680.0,New England,Urban,"Books, digital books, or book subscriptions",Northeast,Boston-Cambridge-Newton,1-5 Million
1457,3272,5359614,26,SUBEXPX,Valid value (unadjusted),February,2024,False,11,3,99680,25755.399,2,March,2024,Male,5768.1666,11861.3333,New Hampshire,99680.0,New England,Urban,Streaming and downloading audio,Northeast,Boston-Cambridge-Newton,1-5 Million
1458,3273,5359614,27,SUBEXPX,Valid value (unadjusted),January,2024,False,31,3,99680,25755.399,2,March,2024,Male,5768.1666,11861.3333,New Hampshire,99680.0,New England,Urban,"Rental, streaming, and downloading videos",Northeast,Boston-Cambridge-Newton,1-5 Million
1459,3274,5359614,30,SUBEXPX,Valid value (unadjusted),February,2024,False,7,3,99680,25755.399,2,March,2024,Male,5768.1666,11861.3333,New Hampshire,99680.0,New England,Urban,"Rental, streaming, and downloading videos",Northeast,Boston-Cambridge-Newton,1-5 Million
1460,3275,5359734,47,SUBEXPX,Valid value (unadjusted),February,2024,False,30,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,Streaming and downloading audio,South,Washington-Arlington-Alexandria,5+ Million
1461,3276,5359734,47,SUBEXPX,Valid value (unadjusted),January,2024,False,30,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,Streaming and downloading audio,South,Washington-Arlington-Alexandria,5+ Million
1462,3277,5359734,48,SUBEXPX,Valid value (unadjusted),February,2024,False,10,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,Streaming and downloading audio,South,Washington-Arlington-Alexandria,5+ Million
1463,3278,5359734,48,SUBEXPX,Valid value (unadjusted),January,2024,False,10,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,Streaming and downloading audio,South,Washington-Arlington-Alexandria,5+ Million
1464,3279,5359734,49,SUBEXPX,Valid value (unadjusted),February,2024,False,15,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1465,3280,5359734,49,SUBEXPX,Valid value (unadjusted),January,2024,False,15,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1466,3281,5359734,50,SUBEXPX,Valid value (unadjusted),February,2024,False,15,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1467,3282,5359734,50,SUBEXPX,Valid value (unadjusted),January,2024,False,15,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1468,3283,5359734,51,SUBEXPX,Valid value (unadjusted),February,2024,False,15,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1469,3284,5359734,51,SUBEXPX,Valid value (unadjusted),January,2024,False,15,4,788733,36388.964,2,March,2024,Female,19850.0645,40767.1289,Virginia,617256.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1470,3285,5359764,36,SUBEXPX,Valid value (unadjusted),February,2024,False,30,5,227620,42083.597,3,March,2024,Male,12372.0,18248.0,Pennsylvania,227620.0,Middle Atlantic,Urban,"Books, digital books, or book subscriptions",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1471,3286,5359764,38,SUBEXPX,Valid value (unadjusted),February,2024,False,16,5,227620,42083.597,3,March,2024,Male,12372.0,18248.0,Pennsylvania,227620.0,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,Philadelphia-Camden-Wilmington,5+ Million
1472,3287,5359764,38,SUBEXPX,Valid value (unadjusted),January,2024,False,16,5,227620,42083.597,3,March,2024,Male,12372.0,18248.0,Pennsylvania,227620.0,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,Philadelphia-Camden-Wilmington,5+ Million
1473,3288,5359764,39,SUBEXPX,Valid value (unadjusted),February,2024,False,69,5,227620,42083.597,3,March,2024,Male,12372.0,18248.0,Pennsylvania,227620.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1474,3289,5359764,39,SUBEXPX,Valid value (unadjusted),January,2024,False,69,5,227620,42083.597,3,March,2024,Male,12372.0,18248.0,Pennsylvania,227620.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1475,3290,5359774,24,SUBEXPX,Valid value (unadjusted),February,2024,False,10,2,53124,40016.601,2,March,2024,Female,3722.1667,6264.3333,Virginia,53124.0,South Central,Rural,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1476,3291,5359774,24,SUBEXPX,Valid value (unadjusted),January,2024,False,10,2,53124,40016.601,2,March,2024,Female,3722.1667,6264.3333,Virginia,53124.0,South Central,Rural,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1477,3292,5359774,25,SUBEXPX,Valid value (unadjusted),February,2024,False,19,2,53124,40016.601,2,March,2024,Female,3722.1667,6264.3333,Virginia,53124.0,South Central,Rural,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1478,3293,5359774,25,SUBEXPX,Valid value (unadjusted),January,2024,False,19,2,53124,40016.601,2,March,2024,Female,3722.1667,6264.3333,Virginia,53124.0,South Central,Rural,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1479,3294,5359774,26,SUBEXPX,Valid value (unadjusted),February,2024,False,15,2,53124,40016.601,2,March,2024,Female,3722.1667,6264.3333,Virginia,53124.0,South Central,Rural,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1480,3295,5359774,26,SUBEXPX,Valid value (unadjusted),January,2024,False,15,2,53124,40016.601,2,March,2024,Female,3722.1667,6264.3333,Virginia,53124.0,South Central,Rural,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1481,3296,5359864,40,SUBEXPX,Valid value (unadjusted),February,2024,False,17,2,142784,20152.173,1,March,2024,Female,13247.3333,14915.6667,Michigan,243954.4,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1482,3297,5359864,40,SUBEXPX,Valid value (unadjusted),January,2024,False,17,2,142784,20152.173,1,March,2024,Female,13247.3333,14915.6667,Michigan,243954.4,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1483,3307,5360074,19,SUBEXPX,Valid value (unadjusted),February,2024,False,14,1,80000,13007.032,1,March,2024,Male,3959.0,6322.0,Maryland,80000.0,South Central,Urban,Streaming and downloading audio,South,Baltimore-Columbia-Towson,1-5 Million
1484,3308,5360074,19,SUBEXPX,Valid value (unadjusted),January,2024,False,14,1,80000,13007.032,1,March,2024,Male,3959.0,6322.0,Maryland,80000.0,South Central,Urban,Streaming and downloading audio,South,Baltimore-Columbia-Towson,1-5 Million
1485,3309,5360454,40,SUBEXPX,Valid value (unadjusted),February,2024,False,10,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,Philadelphia-Camden-Wilmington,5+ Million
1486,3310,5360454,40,SUBEXPX,Valid value (unadjusted),January,2024,False,10,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,Philadelphia-Camden-Wilmington,5+ Million
1487,3311,5360454,41,SUBEXPX,Valid value (unadjusted),February,2024,False,15,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,"Books, digital books, or book subscriptions",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1488,3312,5360454,41,SUBEXPX,Valid value (unadjusted),January,2024,False,15,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,"Books, digital books, or book subscriptions",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1489,3313,5360454,42,SUBEXPX,Valid value (unadjusted),February,2024,False,10,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1490,3314,5360454,42,SUBEXPX,Valid value (unadjusted),January,2024,False,10,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1491,3315,5360454,43,SUBEXPX,Valid value (unadjusted),February,2024,False,8,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1492,3316,5360454,43,SUBEXPX,Valid value (unadjusted),January,2024,False,8,3,186000,31533.141,2,March,2024,Female,7857.5,15070.9999,New Jersey,186000.0,Middle Atlantic,Urban,"Rental, streaming, and downloading videos",Northeast,Philadelphia-Camden-Wilmington,5+ Million
1493,3317,5360554,34,SUBEXPX,Valid value (unadjusted),February,2024,False,58,4,172700,14547.924,2,March,2024,Male,20064.0323,26893.0647,Florida,400096.0,South Central,Urban,Streaming and downloading audio,South,Tampa-St. Petersburg-Clearwater,1-5 Million
1494,3318,5360554,34,SUBEXPX,Valid value (unadjusted),January,2024,False,58,4,172700,14547.924,2,March,2024,Male,20064.0323,26893.0647,Florida,400096.0,South Central,Urban,Streaming and downloading audio,South,Tampa-St. Petersburg-Clearwater,1-5 Million
1495,3323,5360654,48,SUBEXPX,Valid value (unadjusted),February,2024,False,10,1,40572,11198.368,0,March,2024,Female,11749.0,30641.0,California,40572.0,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
1496,3324,5360654,48,SUBEXPX,Valid value (unadjusted),January,2024,False,10,1,40572,11198.368,0,March,2024,Female,11749.0,30641.0,California,40572.0,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
1497,3340,5361114,30,SUBEXPX,Valid value (unadjusted),February,2024,False,13,2,97000,15283.576,1,March,2024,Female,5769.6667,10929.3333,Colorado,97962.2,Mountain,Urban,Streaming and downloading audio,West,Denver-Aurora-Lakewood,1-5 Million
1498,3341,5361114,30,SUBEXPX,Valid value (unadjusted),January,2024,False,13,2,97000,15283.576,1,March,2024,Female,5769.6667,10929.3333,Colorado,97962.2,Mountain,Urban,Streaming and downloading audio,West,Denver-Aurora-Lakewood,1-5 Million
1499,3346,5361344,18,SUBEXPX,Valid value (unadjusted),February,2024,False,5,1,63100,36678.16,1,March,2024,Male,3362.9167,7626.8333,Georgia,63100.0,South Central,Urban,Streaming and downloading audio,South,Atlanta-Sandy Springs-Roswell,5+ Million
1500,3347,5361344,18,SUBEXPX,Valid value (unadjusted),January,2024,False,5,1,63100,36678.16,1,March,2024,Male,3362.9167,7626.8333,Georgia,63100.0,South Central,Urban,Streaming and downloading audio,South,Atlanta-Sandy Springs-Roswell,5+ Million
1501,3348,5361344,19,SUBEXPX,Valid value (unadjusted),February,2024,False,100,1,63100,36678.16,1,March,2024,Male,3362.9167,7626.8333,Georgia,63100.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Atlanta-Sandy Springs-Roswell,5+ Million
1502,3349,5361344,19,SUBEXPX,Valid value (unadjusted),January,2024,False,100,1,63100,36678.16,1,March,2024,Male,3362.9167,7626.8333,Georgia,63100.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Atlanta-Sandy Springs-Roswell,5+ Million
1503,3350,5361434,33,SUBEXPX,Valid value (unadjusted),February,2024,False,24,3,371560,15235.798,2,March,2024,Male,22178.75,29127.4999,Maryland,371560.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1504,3351,5361434,33,SUBEXPX,Valid value (unadjusted),January,2024,False,24,3,371560,15235.798,2,March,2024,Male,22178.75,29127.4999,Maryland,371560.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Baltimore-Columbia-Towson,1-5 Million
1505,3354,5361474,26,SUBEXPX,Valid value (unadjusted),February,2024,False,16,1,69600,5962.184,0,March,2024,Male,2121.4,3719.8,Hawaii,51755.6,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
1506,3355,5361474,26,SUBEXPX,Valid value (unadjusted),January,2024,False,16,1,69600,5962.184,0,March,2024,Male,2121.4,3719.8,Hawaii,51755.6,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
1507,3366,5361804,18,SUBEXPX,Valid value (unadjusted),February,2024,False,6,1,75000,35067.232,1,March,2024,Male,3920.2166,7714.4333,Michigan,75120.2,East North Central,Urban,Streaming and downloading audio,Midwest,Detroit-Warren-Dearborn,1-5 Million
1508,3367,5361804,18,SUBEXPX,Valid value (unadjusted),January,2024,False,6,1,75000,35067.232,1,March,2024,Male,3920.2166,7714.4333,Michigan,75120.2,East North Central,Urban,Streaming and downloading audio,Midwest,Detroit-Warren-Dearborn,1-5 Million
1509,3368,5361804,19,SUBEXPX,Valid value (unadjusted),February,2024,False,16,1,75000,35067.232,1,March,2024,Male,3920.2166,7714.4333,Michigan,75120.2,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1510,3369,5361804,19,SUBEXPX,Valid value (unadjusted),January,2024,False,16,1,75000,35067.232,1,March,2024,Male,3920.2166,7714.4333,Michigan,75120.2,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Detroit-Warren-Dearborn,1-5 Million
1511,3370,5361804,20,SUBEXPX,Valid value (unadjusted),January,2024,False,12,1,75000,35067.232,1,March,2024,Male,3920.2166,7714.4333,Michigan,75120.2,East North Central,Urban,Online gaming services,Midwest,Detroit-Warren-Dearborn,1-5 Million
1512,3371,5361804,21,SUBEXPX,Valid value (unadjusted),February,2024,False,12,1,75000,35067.232,1,March,2024,Male,3920.2166,7714.4333,Michigan,75120.2,East North Central,Urban,Online gaming services,Midwest,Detroit-Warren-Dearborn,1-5 Million
1513,3389,5361914,35,SUBEXPX,Valid value (unadjusted),February,2024,False,25,3,250000,56113.63,2,March,2024,Male,8502.3219,16940.6439,Maryland,409422.2,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1514,3390,5361914,35,SUBEXPX,Valid value (unadjusted),January,2024,False,25,3,250000,56113.63,2,March,2024,Male,8502.3219,16940.6439,Maryland,409422.2,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
